id,title,artist,year,genre,style,sample
386,Downlo Ho,Scientifik,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
387,So Deadly,Swollen Members,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
388,First Day of School,Craig G,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
389,Intro,Bekay,2009,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
390,J Rocc Radio Promo,Sound Providers,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
391,Wild Thing,E.S.P.,1988,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
392,I Feel It (Remix),L.O.D.,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
393,RAW,Metrickz,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
394,Shoots and Ladders (Hip Hop Remix),Korn,1994,Electronic / Dance,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
395,Imperial,Kid Art and Vinny Cha$e,2014,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
396,Independent Woman,Roxanne Shanté,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
397,Juicy Loosey,"D & D Crew and Craig G feat. Jack Venom, QNC and Don Parmazhane",2002,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
398,Had a Bad Day,Hoodratz,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
399,You Can't Stop Us Now,White Boys,1988,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
400,Supernova,Javonte,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
401,1 Night Stand,H-bom,1997,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
402,T.D.S. Scratch Reaction,T.D.S. Mob,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
403,Get Up,Derek Minor,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
404,Call of the Wild,Freddie Foxxx,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
405,Tiranosaurius Rex,Escandaloso Xpósito & Hartosopash and Kase.O,2020,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
406,Number 1,Pac Div,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
407,Intro: Face the Music,New Kids on the Block,1994,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
408,Son of Sam,Azad Right feat. SPNCR,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
409,Pretty & Rich,Saweetie,2021,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
410,You Song,Lil Wayne feat. Chance the Rapper,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
411,True Bad Boy,Men of Respect,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
412,Life Beneath the Reactor,Jenova 7,2012,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
413,Thinkin' Cap,All Natural,1997,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
414,To My Bed,Chris Brown,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
415,N***as Going Down,O.F.T.B.,2011,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
416,Uh Oh,Evidence,2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
417,Rock,Dynamic Syncopation,1999,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
418,In Ya Area Remix,Flesha,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
419,El Sitio Del Suceso,Byrone feat. Jonas Sanche and CHR,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
420,Relance,Loveni feat. Ichon,2019,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
421,Interview #4080,Madlib and Karriem Riggins,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
422,No. 9,Scha Dara Parr,1996,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
423,Places We've Never Been,Tre Capital,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
424,Kill These Niggas,T-Pain,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
425,Way Up,Hus Kingpin and SmooVth,2019,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
426,Arde,Hordatoj,2021,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
427,Intro,Shad,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
428,Miss Amutha Nature,Nefertiti,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
429,That's How I'm Livin' (On the Rox Remix),Ice-T,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
430,Roll W/ the Flavor,Young Black Teenagers,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
431,Real Life Parts 1 & 2,O.C.,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
432,Suit & Tie,Swoope,2011,Gospel,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
433,Diary of a Mad Bitch,Boss,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
434,Ease Up Jaz,Jaz,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
435,I Got Me,PnB Rock and PnB Chizz,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
436,Season of the Witch,Jenny Devivo,2000,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
437,Declaration,De La Soul,2000,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
438,Alfred & Church,SWIDT,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
439,Coming From London,Richie Rich,1989,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
440,Raw Garden State,Artifacts feat. Buckwild,2022,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
441,Rock Creek Spark,The Alchemist feat. Raekwon,2013,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
442,Get Serious (Hot Temptation Edit),Cut 'N' Move,1991,Electronic / Dance,Drums,https://www.whosampled.com/Mountain/Long-Red/
443,Relativity,DELAY. feat. Singularis,2017,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
444,Funky Drummer (Listen to the Muro Mix),James Brown,2002,Soul / Funk / Disco,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
445,Horizons,MindsOne and DJ Iron feat. John Robinson,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
446,Versace Dreams,Kidd feat. John Givez,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
447,No More No Less,De La Soul,2014,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
448,Commendatore,Vazquez,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
449,Slinging Bass,Grand Daddy I.U.,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
450,Westside,Mark Battles,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
451,Unterschied,Kool Savas and Sido,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
452,The Next Level (Buckwild Remix),Tha Alkaholiks feat. Diamond D,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
453,Live at Your Own Risk,Agallah feat. Yatzee Yates,2019,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
454,The Ghost of Hip Hops Past,Canibus,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
455,One Time,Villain Park,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
456,Walking Out,Echorobot,2015,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
457,Party Wit Me,Brownstone,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
458,Sad Girls (Live),Pip Millett,2021,Soul / Funk / Disco,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
459,Break It on Down (Radio),Hillfiguz,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
460,Bombing in 5 Minutes,Gunshot,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
461,The Price Is Right,MC Price and DJ Double Trouble,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
462,イントロ,Rhymester,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
463,Louder,Neef Buck,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
464,Word on the Street,Rakim,2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
465,Don't Test,Radical Stuff,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
466,All That Gold,Casey Veggies,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
467,607,Plug,1995,Electronic / Dance,Drums,https://www.whosampled.com/Mountain/Long-Red/
468,No Nonsense,Nefertiti,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
469,Comin With Da Flow,Misphitz,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
470,Nines Kept Loaded,Trinity Garden Cartel,1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
471,Fame,Vanilla Ice,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
472,Thuggin,Trae Tha Truth feat. Young Thug and Skippa Da Flippa,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
473,Snakes,Kamakazee,1997,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
474,Out There but in There,Downtown Science,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
475,Big Respect,Lastrawze,1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
476,Le Nostre Ali,Don Joe feat. Francesca Michielin,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
477,Smell the Roses,Mark Battles,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
478,Complicated,Tedashii feat. Christon Gray,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
479,Badd Boyz,The Almighty RSO,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
480,Louder,Unknown Prophets,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
481,Cosa C'è Che Non Va?,Mistaman,2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
482,C.D.P. Assassins Pt. 2 & 3,Madlib,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
483,It's That Simple,Jaz feat. Jay-Z,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
484,One Deep,Proper Dos,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
485,Il Cuore E La Fame,E-Green,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
486,Prayers,Trey Songz feat. Chisanity and J.R.,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
487,Refuge,Alex Faith feat. Dre Murray and JGivens,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
488,My Town,XV,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
489,My Other Gun,Ne-Yo,2012,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
490,I Like to Win,Shonlock,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
491,Snakes in the Grass,PHD,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
492,Represent,Krucked M-Age,1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
493,3xKrazy,Netta Brielle,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
494,Che Vuoi Da Me,Luchè,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
495,I Can't Take No More,Class A Felony feat. Diamond D and Lakim Shabazz,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
496,Legion,Vowl.,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
497,One More Dope Beat,Kenny Dope,2001,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
498,Stomp,Evidence,2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
499,Freak the Sorceress,Gravediggaz,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
500,Gold (Twice as Nice Remix),Sir Sly,2014,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
501,Live Wire Voo Doo (Remix),Tycoon Tosh and Terminator Troops,1989,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
502,Adesso Scrivo,Hyst,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
503,Track the Groove,DJ Shadow,2008,Electronic / Dance,Drums,https://www.whosampled.com/Mountain/Long-Red/
504,Stay,Danny Seth feat. Su Bviley and Jace,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
505,Oslo,Free Nationals feat. Callum Connor and T.Nava,2019,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
506,Sell Out,Lecrae,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
507,The Movement,Inspectah Deck,2003,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
508,Another Head Put to Rest,Akshen,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
509,Shout to Ya,Hi-C,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
510,Sure Shot (Reversion),London Funk Allstars,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
511,Call of the Wild,Bumpy Knuckles,2008,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
512,Where Is the Bass,Boyz Wit Da Bass,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
513,Forever Living,Erule,1997,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
514,Guaranteed (Real Sh*t),Professor P and DJ Akilles,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
515,Hometown Music,Dawson Bailey,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
516,Dogz,Agallah feat. Onyx,2012,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
517,Il Poco Che C'ho,Don Diegoh and Ice One feat. Chef Ragoo,2015,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
518,Hood Cries (Unjust Scales 2),Bizzle,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
519,A.Y. Boogaloo,A.Y.B Force,2006,Soul / Funk / Disco,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
520,Put Your Hands Together (Mixbusters Remix),Eric B. & Rakim,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
521,Survival,Vivace feat. Phenom (French House),2015,Electronic / Dance,Drums,https://www.whosampled.com/Mountain/Long-Red/
522,The Science,Showbiz feat. David Barrs and O.C.,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
523,Cannibals,13,2001,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
524,Spell My Name,Defari,2003,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
525,Flex,2Pac feat. Live Squad,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
526,Kör Bara,Aleks,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
527,Geechie Squaw,Da Phlayva,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
528,Valoompadoom Pink,E.S.P.,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
529,Uphill Peace of Mind,B.A.D. Rep,1989,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
530,Permanent (Take a Look Around),Reveille,1999,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
531,S&G,Social Club feat. Rey King,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
532,THUGGed Out Zombies,Elzhi,2020,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
533,Funk Wrecker,Massive Ring,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
534,Ask Somebody,Consequence feat. Ty Dolla $ign and Tony Yayo,2016,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
535,Combination Reggae Dancing,Luke Vibert,2007,Electronic / Dance,Drums,https://www.whosampled.com/Mountain/Long-Red/
536,Tik Tok,Ice One,1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
537,Everybody Knows,Unanimous Decision,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
538,Why You Wanna Play Me Out (K's Reprise),Trisha Covington,1994,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
539,Everything to Me,Kembe X,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
540,How the Gods Chill,Sean Price and Cold World,2011,Rock / Pop,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
541,Boombastic Hip House Band,Karia Nomoto,2007,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
542,Down in the Low,deM atlaS,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
543,Shaky Love,The Four Horsemen,2003,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
544,Fishing Boots / Camping,Minus & MRDolly,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
545,So Many,DJ J Hart feat. HD Been Dope,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
546,Can't Hold Us Down (Babigezus Mix),Babigezus and Da Allstars feat. Greg Nice,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
547,Keep on (Searching),Original Flavor,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
548,Catch My Drift,Breezy Beat MC,1988,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
549,Doubt Demons,Dubb feat. Emilio Rojas,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
550,Get'n Open,Strickly Roots,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
551,Fat Rhymin',M.C.M.,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
552,Gardez L'Écoute,Mellowman,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
553,Criminals,A.M.W.,1990,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
554,Turn,Luke Vibert,2018,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
555,L'uomo Allo Specchio,Frank Siciliano,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
556,"Ghettoland, U.S.A.",Baritone Tiplove,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
557,Walk On,Private Investigators,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
558,Act Down Packed,HDV,1993,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
559,Dinner With a Supermodel,Shawn Chrystopher,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
560,Talking in My Sleep,Chanté Moore,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
561,Still Huggin a Nut (S​.​H​.​A​.​N),KRS-One,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
562,Soul Plate,King Tee feat. Deadly Threat and Tha Chill,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
563,Mysterious Place,KLIM Beats,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
564,Wheniminthespot,"Marcus (BandCamp) feat. Baro, KushDaddySlavens and Sol' MANIC",2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
565,Where You From,Phil Ade feat. Fat Trel,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
566,Never Left,Swoope,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
567,Check Me Out Baby Pah,Lord Finesse feat. Page the Hand Grenade,2003,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
568,We Got It (Marley Marl Pirate Mix),Immature feat. Lords of the Underground,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
569,Criminal Minded,DJ Smokey,2018,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Mountain/Long-Red/
570,Down & Dirty,TMC,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
571,Sandman,Blu feat. Homeboy Sandman,2014,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
572,Ya Woman IZ Fuckin',Dice (Rapper),1992,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
573,Time for Peace,"Paris feat. Shock G, Money-B and Sway & King Tech",2004,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
574,I'm All That,DJ Jazzy Jeff & the Fresh Prince,1991,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
575,Let's Rock On,Scha Dara Parr,2016,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
576,Done,Natural Elements,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
577,Love,Eric B.,1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
578,Gib Ihn Einfach (Dies Das 2),"Ghanaian Stallion feat. Audio88, Yassin and Dexter",2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
579,Niggas Catchin' Seizures,Crazy Bayshore Stylin',1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
580,Youth Gone Mad,Brokin English Klik,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
581,Who Ridin',Kam,1995,Hip-Hop / Rap / R&B,Drums,https://www.whosampled.com/Mountain/Long-Red/
582,For Now,Locksmith (Rapper) feat. Rebecca Nobel,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Mountain/Long-Red/
