id,title,artist,year,genre,style,sample
949,Not Today,BTS,2017,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/YouTube/Crazy-German-Kid/
950,My Name Is Skrillex,Skrillex,2010,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/YouTube/Crazy-German-Kid/
951,Counterstrikesong,Alligatoah,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/YouTube/Crazy-German-Kid/
952,I Know Who You Are,Skrillex,2009,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/YouTube/Crazy-German-Kid/
953,Abyssal Dependence,Zuntata,2011,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/YouTube/Crazy-German-Kid/
954,Das Escape Knapfe,Wardr,2007,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/YouTube/Crazy-German-Kid/
955,This Love & T.O.P,BTS,2014,Electronic / Dance,Multiple Elements,https://www.whosampled.com/Shinhwa/T.O.P.-Twinkling-of-Paradise/
956,This Love & T.O.P,BTS,2014,Electronic / Dance,Multiple Elements,https://www.whosampled.com/Shinhwa/This-Love/
957,Interlude: Shadow,BTS,2020,Rock / Pop,Multiple Elements,"https://www.whosampled.com/BTS/Intro%3A-O!RUL8,2%3F/"
958,Untitled (X Side),Sensate Focus,2012,Easy Listening,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
959,Headshots (4r Da Locals),Isaiah Rashad,2021,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
960,호르몬 전쟁 War of Hormone,BTS,2014,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
961,Ah Yeah!,Will Sparks,2013,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
962,Mike Vick,Action Bronson and The Alchemist,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
963,One Eleven,J Dilla,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
964,Check This Out,Hardhouse,1988,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
965,Pump Up the Volume (UK Remix),M|A|R|R|S,1987,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
966,Crush on You (Knife Party Remix),Nero,2011,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
967,C'est Pas Du Rap...,Bigflo & Oli,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
968,Let Me See It,UGK,2001,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
969,Old School,DANGER DOOM feat. Talib Kweli,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
970,It's Like That (Jason's Battle Blaster),Run-DMC and Jason Nevins,1997,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
971,Throw Your Set in the Air,Cypress Hill,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
972,Body Movin',J Dilla,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
973,People,J Dilla,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
974,Curb Ya Dog,Prodigy and The Alchemist,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
975,The Plc,Autechre,2008,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
976,We Run Things (It's Like Dat),Da Bush Babees,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
977,Jam Master Jay,Run-DMC,1984,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
978,Come Back Home,Seo Taiji and Boys,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
979,Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,Bombalurina,1990,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
980,B-Boy Bouillabaisse,Beastie Boys,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
981,Go Stetsa I,Stetsasonic,1986,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
982,The Riddle (Instrumental Mix),Gigi D'Agostino,1999,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
983,We Are the Greatest,Scooter,1998,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
984,Bass (How Low Can You Go?) (Bomb the House Mix),Simon Harris,1988,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
985,Lil' Hipster Girl,LMFAO,2009,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
986,Defective Trip (Trippin'),Gravediggaz,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
987,Rightstarter (Message to a Black Man),Public Enemy,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
988,Walking,Mary Mary,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
989,Somebody Scream,The Director,1995,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
990,Can You Party,Royal House,1988,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
991,G.O.A.T.,Princess Nokia,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
992,Wind in My Sails,Earl Sweatshirt,2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
993,1990,Orelsan,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
994,Welcome to INNANET,Vic Mensa,2013,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
995,Just Kickin' It (Remix),Xscape,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
996,Do the Right Thing,Redhead Kingpin and the FBI,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
997,Travellin' Man (Remix),DJ Honda feat. Mos Def,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
998,The Way U Make Me Feel,Black Eyed Peas,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
999,Lions and Lambs,Big K.R.I.T.,2011,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1000,Buck Em Down (Da Beatminerz Remix),Black Moon,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1001,Here We Go Again,Def Jef,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1002,Bring Me Edelweiss,Edelweiss,1988,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1003,Na Audiencji,PRO8L3M,2018,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1004,Dennis Rodman,Mansionz feat. Dennis Rodman,2017,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1005,Back to the Beat,Todd Terry,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1006,Got to Be a Love (Paul Nice Remix),Greyboy feat. Quantic and Sharon Jones,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1007,Raise 2 the Top,DJ DBC,2005,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1008,Flight Risk,Boldy James and The Alchemist,2021,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1009,Troubleneck Wreck,The Troubleneck Brothers,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1010,House Energy Revenge,Cappella,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1011,"Megablast (Hip Hop on Precinct 13) (7"" Mix)",Bomb the Bass,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1012,Voodoo Child (Brainstorm Mix),Voodoo Child,1991,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1013,What Would We Do,DSK,1991,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1014,The Roof Is on Fire,The Orb,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1015,Check This Out,Rob Base & DJ E-Z Rock,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1016,Let's Rock,Chrisette Michele,2007,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1017,1999 She,Deaton Chris Anthony,2019,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1018,Hit It Run,Run-DMC,1986,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1019,Let's All Get Down,Mac Dre,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1020,Here We Go,Freestylers feat. Definition of Sound,1998,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1021,Louder Than a Bomb,Public Enemy,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1022,Lyin' King,Nine,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1023,Folsom Prison Blues,Everlast,2008,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1024,Player's Anthem,Junior M.A.F.I.A. feat. The Notorious B.I.G.,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1025,Get That Money,Glorilla feat. Niki Pooh,2022,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1026,Feel It,Erick Sermon feat. Sy Scott and Sean Paul,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1027,Заколебал ты,Дискотека Авария,2001,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1028,Big Brother Beat,De La Soul feat. Mos Def,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1029,Just Keep Rockin' (Robin Albers Mix),Double Trouble and Rebel MC,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1030,Anfield Rap,Liverpool F.C,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1031,Cold Lampin' With Flavor,Public Enemy,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1032,Hat 2 Da Back,TLC,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1033,Party People,Royal House,1987,Electronic / Dance,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1034,Comin' for Datazz,Gang Starr,1994,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1035,Get Down,LL Cool J,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1036,Aww Yeah!,MUMA.,2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1037,Milk Money,J Dilla,2009,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1038,Tha Game,"Pete Rock feat. Raekwon, Prodigy and Ghostface Killah",1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1039,Security,The Beat Club,1988,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1040,The Magnificent Jazzy Jeff,DJ Jazzy Jeff & the Fresh Prince,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1041,Check It Out,Das EFX,1993,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1042,#1 Soul Brother,Pete Rock,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1043,Per Averti Qui,Fabri Fibra,2002,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1044,Keep on Movin' (Teddy Riley Remix),Soul II Soul,1989,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1045,Microphone Master,Das EFX,1995,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1046,J'adore Hardcore,Scooter,2009,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1047,Double Trouble,The Roots feat. Mos Def,1999,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1048,I Said Hey,Macklemore,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1049,Nothing to Worry About (The Kickdrums Remix),"Peter Bjorn and John feat. Wale, Rhymefest and Young Chris",2009,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1050,Into the Groove 2008,Madonna,2010,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1051,The Garden of Eden,The Garden of Eden,1988,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1052,The Ghost of Christopher Wallace,Jay Electronica feat. Diddy,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1053,Wassup Wassup,Diplo feat. Rye Rye,2007,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1054,Funky Fresh,DJ Stew feat. The Buddha Monks,1996,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1055,That's How I'm Living,Tony Scott,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1056,Pooh Butt Day,Soul Intent,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1057,Straight Up (Ultimix Mix),Paula Abdul,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1058,Coast to Coast,Word of Mouth feat. DJ Cheese,1986,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1059,Agression Animée,The Alchemist,2017,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1060,Here We Go,Southpaw Chop feat. Large Professor,2010,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1061,Check Dis Out,Serious,1996,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1062,Rockin' Over the Beat (Remix),Technotronic,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1063,8 Ball,DJ Quik,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1064,Manic Stampede,Krome & Time,1992,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1065,The Comfort Zone,Vanessa Williams,1991,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1066,School Days,Big L,2010,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1067,Alright Alright,Masters at Work,1987,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1068,Fastest Rhyme,Young MC,1988,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1069,Strange Piano,Quasimoto,2005,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1070,He Is My DJ,Da Tekno Warriors,1998,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1071,Танцы,Мальчишник,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1072,C'est La Vie,Zuna,2015,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1073,Dum Dums,Das EFX,1992,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1074,Zoom,Dr. Dre and LL Cool J,1998,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1075,Back in Black (Feel the Bass Mix),Techmaster P.E.B. and DJ Magic Mike,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1076,"Grand Puba, Positive and L.G.",Brand Nubian feat. Positive K and Easy L.G.,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1077,Chillin' With Santa,Derek B,1987,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1078,P.E. 2000 (Rock Mix),P. Diddy feat. Chuck D,1999,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1079,Dzieci Kwiaty,Tabasko,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1080,The Look (Head-Drum-Mix),Roxette,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1081,Raw,Technotronic,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1082,Goes Like,Skepsis,2017,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1083,Speed,Bran Van 3000,2001,Rock / Pop,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1084,Hip Hop Is Dead,Nas feat. will.i.am,2006,Hip-Hop / Rap / R&B,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1085,...Nur Musik Ist Schöner,SDP feat. Maliq,2006,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1086,Funky Fresh Dressed,Missy Elliott feat. Ms. Jade,2002,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1087,1 Contra 20 MC's,ToteKing,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1088,Dirtchamber Track 1,The Prodigy,1999,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1089,Run for Cover,Eric B. & Rakim,1990,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1090,몸만와 [Let's Play House],HOBBY feat. Crush (Korean),2016,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1091,"Make Some Noise (Julian ""Jumpin"" Perez Mix)",Fast Eddie,1990,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1092,Moments in Soul,J.T. And the Big Family,1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1093,Hardstreet Shit,Radical 2 React,1997,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1094,Pie Fighters,"DJ Q-Bert feat. DZK, Madchild and Sicknature",2014,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1095,The Phantom (Turntable Scratch),Renegade Soundwave,1989,Electronic / Dance,Multiple Elements,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1096,Get Busy,Mr. Lee (Chicago House),1989,Electronic / Dance,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1097,White Boy Wasted,Your Favorite Martian and Dumbfoundead,2012,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1098,Rock and Roll (Could Never Hip Hop Like This) Part 2/Knockers,"Handsome Boy Modeling School, DJ Grand Wizard Theodore, Jazzy Jay and Lord Finesse feat. Rahzel, Linkin Park and Tim Meadows",2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1099,Things'll Never Change,E-40 feat. Bo Roc,1996,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
1100,Adesso Lo So,DJ Shocca feat. Mistaman,2004,Hip-Hop / Rap / R&B,Vocals / Lyrics,https://www.whosampled.com/Run-DMC/Here-We-Go-(Live-at-the-Funhouse)/
